time,dangjin_floating,dangjin_warehouse,dangjin,ulsan
2015-01-07 08:00:00,,0.0,0.0,
2015-01-07 09:00:00,,33.0,67.0,
2015-01-07 10:00:00,,163.0,261.0,
2015-01-07 11:00:00,,321.0,413.0,
2015-01-07 12:00:00,,430.0,517.0,
2015-01-07 13:00:00,,479.0,580.0,
2015-01-07 14:00:00,,487.0,586.0,
2015-01-07 15:00:00,,427.0,539.0,
2015-01-07 16:00:00,,269.0,348.0,
2015-01-07 17:00:00,,108.0,73.0,
2015-01-07 18:00:00,,5.0,5.0,
2015-01-07 19:00:00,,0.0,0.0,
2015-01-07 20:00:00,,0.0,0.0,
2015-01-07 21:00:00,,0.0,0.0,
2015-01-07 22:00:00,,0.0,0.0,
2015-01-07 23:00:00,,0.0,0.0,
2015-01-08 00:00:00,,0.0,0.0,
2015-01-08 01:00:00,,0.0,0.0,
2015-01-08 02:00:00,,0.0,0.0,
2015-01-08 03:00:00,,0.0,0.0,
2015-01-08 04:00:00,,0.0,0.0,
2015-01-08 05:00:00,,0.0,0.0,
2015-01-08 06:00:00,,0.0,0.0,
2015-01-08 07:00:00,,0.0,0.0,
2015-01-08 08:00:00,,0.0,0.0,
2015-01-08 09:00:00,,42.0,62.0,
2015-01-08 10:00:00,,136.0,186.0,
2015-01-08 11:00:00,,308.0,398.0,
2015-01-08 12:00:00,,436.0,503.0,
2015-01-08 13:00:00,,479.0,543.0,
2015-01-08 14:00:00,,505.0,569.0,
2015-01-08 15:00:00,,439.0,571.0,
2015-01-08 16:00:00,,286.0,406.0,
2015-01-08 17:00:00,,125.0,76.0,
2015-01-08 18:00:00,,7.0,2.0,
2015-01-08 19:00:00,,0.0,0.0,
2015-01-08 20:00:00,,0.0,0.0,
2015-01-08 21:00:00,,0.0,0.0,
2015-01-08 22:00:00,,0.0,0.0,
2015-01-08 23:00:00,,0.0,0.0,
2015-01-09 00:00:00,,0.0,0.0,
2015-01-09 01:00:00,,0.0,0.0,
2015-01-09 02:00:00,,0.0,0.0,
2015-01-09 03:00:00,,0.0,0.0,
2015-01-09 04:00:00,,0.0,0.0,
2015-01-09 05:00:00,,0.0,0.0,
2015-01-09 06:00:00,,0.0,0.0,
2015-01-09 07:00:00,,0.0,0.0,
2015-01-09 08:00:00,,0.0,0.0,
2015-01-09 09:00:00,,1.0,0.0,
2015-01-09 10:00:00,,29.0,37.0,
2015-01-09 11:00:00,,70.0,102.0,
2015-01-09 12:00:00,,121.0,189.0,
2015-01-09 13:00:00,,142.0,208.0,
2015-01-09 14:00:00,,166.0,254.0,
2015-01-09 15:00:00,,281.0,455.0,
2015-01-09 16:00:00,,204.0,332.0,
2015-01-09 17:00:00,,79.0,81.0,
2015-01-09 18:00:00,,3.0,1.0,
2015-01-09 19:00:00,,0.0,0.0,
2015-01-09 20:00:00,,0.0,0.0,
2015-01-09 21:00:00,,0.0,0.0,
2015-01-09 22:00:00,,0.0,0.0,
2015-01-09 23:00:00,,0.0,0.0,
2015-01-10 00:00:00,,0.0,0.0,
2015-01-10 01:00:00,,0.0,0.0,
2015-01-10 02:00:00,,0.0,0.0,
2015-01-10 03:00:00,,0.0,0.0,
2015-01-10 04:00:00,,0.0,0.0,
2015-01-10 05:00:00,,0.0,0.0,
2015-01-10 06:00:00,,0.0,0.0,
2015-01-10 07:00:00,,0.0,0.0,
2015-01-10 08:00:00,,0.0,0.0,
2015-01-10 09:00:00,,16.0,30.0,
2015-01-10 10:00:00,,112.0,226.0,
2015-01-10 11:00:00,,305.0,497.0,
2015-01-10 12:00:00,,397.0,627.0,
2015-01-10 13:00:00,,467.0,719.0,
2015-01-10 14:00:00,,464.0,723.0,
2015-01-10 15:00:00,,407.0,651.0,
2015-01-10 16:00:00,,238.0,430.0,
2015-01-10 17:00:00,,61.0,63.0,
2015-01-10 18:00:00,,2.0,0.0,
2015-01-10 19:00:00,,0.0,0.0,
2015-01-10 20:00:00,,0.0,0.0,
2015-01-10 21:00:00,,0.0,0.0,
2015-01-10 22:00:00,,0.0,0.0,
2015-01-10 23:00:00,,0.0,0.0,
2015-01-11 00:00:00,,0.0,0.0,
2015-01-11 01:00:00,,0.0,0.0,
2015-01-11 02:00:00,,0.0,0.0,
2015-01-11 03:00:00,,0.0,0.0,
2015-01-11 04:00:00,,0.0,0.0,
2015-01-11 05:00:00,,0.0,0.0,
2015-01-11 06:00:00,,0.0,0.0,
2015-01-11 07:00:00,,0.0,0.0,
2015-01-11 08:00:00,,0.0,0.0,
2015-01-11 09:00:00,,30.0,57.0,
2015-01-11 10:00:00,,136.0,264.0,
2015-01-11 11:00:00,,239.0,478.0,
2015-01-11 12:00:00,,400.0,658.0,
2015-01-11 13:00:00,,487.0,725.0,
2015-01-11 14:00:00,,508.0,741.0,
2015-01-11 15:00:00,,444.0,666.0,
2015-01-11 16:00:00,,265.0,442.0,
2015-01-11 17:00:00,,111.0,82.0,
2015-01-11 18:00:00,,5.0,2.0,
2015-01-11 19:00:00,,0.0,0.0,
2015-01-11 20:00:00,,0.0,0.0,
2015-01-11 21:00:00,,0.0,0.0,
2015-01-11 22:00:00,,0.0,0.0,
2015-01-11 23:00:00,,0.0,0.0,
2015-01-12 00:00:00,,0.0,0.0,
2015-01-12 01:00:00,,0.0,0.0,
2015-01-12 02:00:00,,0.0,0.0,
2015-01-12 03:00:00,,0.0,0.0,
2015-01-12 04:00:00,,0.0,0.0,
2015-01-12 05:00:00,,0.0,0.0,
2015-01-12 06:00:00,,0.0,0.0,
2015-01-12 07:00:00,,0.0,0.0,
2015-01-12 08:00:00,,0.0,0.0,
2015-01-12 09:00:00,,30.0,86.0,
2015-01-12 10:00:00,,146.0,330.0,
2015-01-12 11:00:00,,298.0,538.0,
2015-01-12 12:00:00,,404.0,648.0,
2015-01-12 13:00:00,,450.0,702.0,
2015-01-12 14:00:00,,454.0,702.0,
2015-01-12 15:00:00,,404.0,651.0,
2015-01-12 16:00:00,,251.0,470.0,
2015-01-12 17:00:00,,100.0,103.0,
2015-01-12 18:00:00,,5.0,5.0,
2015-01-12 19:00:00,,0.0,0.0,
2015-01-12 20:00:00,,0.0,0.0,
2015-01-12 21:00:00,,0.0,0.0,
2015-01-12 22:00:00,,0.0,0.0,
2015-01-12 23:00:00,,0.0,0.0,
2015-01-13 00:00:00,,0.0,0.0,
2015-01-13 01:00:00,,0.0,0.0,
2015-01-13 02:00:00,,0.0,0.0,
2015-01-13 03:00:00,,0.0,0.0,
2015-01-13 04:00:00,,0.0,0.0,
2015-01-13 05:00:00,,0.0,0.0,
2015-01-13 06:00:00,,0.0,0.0,
2015-01-13 07:00:00,,0.0,0.0,
2015-01-13 08:00:00,,0.0,0.0,
2015-01-13 09:00:00,,35.0,67.0,
2015-01-13 10:00:00,,144.0,275.0,
2015-01-13 11:00:00,,202.0,322.0,
2015-01-13 12:00:00,,238.0,377.0,
2015-01-13 13:00:00,,364.0,588.0,
2015-01-13 14:00:00,,254.0,388.0,
2015-01-13 15:00:00,,187.0,288.0,
2015-01-13 16:00:00,,173.0,303.0,
2015-01-13 17:00:00,,48.0,71.0,
2015-01-13 18:00:00,,2.0,0.0,
2015-01-13 19:00:00,,0.0,0.0,
2015-01-13 20:00:00,,0.0,0.0,
2015-01-13 21:00:00,,0.0,0.0,
2015-01-13 22:00:00,,0.0,0.0,
2015-01-13 23:00:00,,0.0,0.0,
2015-01-14 00:00:00,,0.0,0.0,
2015-01-14 01:00:00,,0.0,0.0,
2015-01-14 02:00:00,,0.0,0.0,
2015-01-14 03:00:00,,0.0,0.0,
2015-01-14 04:00:00,,0.0,0.0,
2015-01-14 05:00:00,,0.0,0.0,
2015-01-14 06:00:00,,0.0,0.0,
2015-01-14 07:00:00,,0.0,0.0,
2015-01-14 08:00:00,,0.0,0.0,
2015-01-14 09:00:00,,3.0,0.0,
2015-01-14 10:00:00,,25.0,29.0,
2015-01-14 11:00:00,,41.0,59.0,
2015-01-14 12:00:00,,77.0,111.0,
2015-01-14 13:00:00,,131.0,192.0,
2015-01-14 14:00:00,,65.0,86.0,
2015-01-14 15:00:00,,31.0,45.0,
2015-01-14 16:00:00,,20.0,17.0,
2015-01-14 17:00:00,,6.0,0.0,
2015-01-14 18:00:00,,0.0,0.0,
2015-01-14 19:00:00,,0.0,0.0,
2015-01-14 20:00:00,,0.0,0.0,
2015-01-14 21:00:00,,0.0,0.0,
2015-01-14 22:00:00,,0.0,0.0,
2015-01-14 23:00:00,,0.0,0.0,
2015-01-15 00:00:00,,0.0,0.0,
2015-01-15 01:00:00,,0.0,0.0,
2015-01-15 02:00:00,,0.0,0.0,
2015-01-15 03:00:00,,0.0,0.0,
2015-01-15 04:00:00,,0.0,0.0,
2015-01-15 05:00:00,,0.0,0.0,
2015-01-15 06:00:00,,0.0,0.0,
2015-01-15 07:00:00,,0.0,0.0,
2015-01-15 08:00:00,,0.0,0.0,
2015-01-15 09:00:00,,18.0,18.0,
2015-01-15 10:00:00,,73.0,120.0,
2015-01-15 11:00:00,,180.0,269.0,
2015-01-15 12:00:00,,285.0,467.0,
2015-01-15 13:00:00,,404.0,641.0,
2015-01-15 14:00:00,,403.0,645.0,
2015-01-15 15:00:00,,360.0,572.0,
2015-01-15 16:00:00,,217.0,395.0,
2015-01-15 17:00:00,,88.0,83.0,
2015-01-15 18:00:00,,5.0,3.0,
2015-01-15 19:00:00,,0.0,0.0,
2015-01-15 20:00:00,,0.0,0.0,
2015-01-15 21:00:00,,0.0,0.0,
2015-01-15 22:00:00,,0.0,0.0,
2015-01-15 23:00:00,,0.0,0.0,
2015-01-16 00:00:00,,0.0,0.0,
2015-01-16 01:00:00,,0.0,0.0,
2015-01-16 02:00:00,,0.0,0.0,
2015-01-16 03:00:00,,0.0,0.0,
2015-01-16 04:00:00,,0.0,0.0,
2015-01-16 05:00:00,,0.0,0.0,
2015-01-16 06:00:00,,0.0,0.0,
2015-01-16 07:00:00,,0.0,0.0,
2015-01-16 08:00:00,,0.0,0.0,
2015-01-16 09:00:00,,0.0,0.0,
2015-01-16 10:00:00,,1.0,0.0,
2015-01-16 11:00:00,,34.0,42.0,
2015-01-16 12:00:00,,217.0,329.0,
2015-01-16 13:00:00,,156.0,221.0,
2015-01-16 14:00:00,,15.0,13.0,
2015-01-16 15:00:00,,38.0,74.0,
2015-01-16 16:00:00,,57.0,93.0,
2015-01-16 17:00:00,,9.0,13.0,
2015-01-16 18:00:00,,0.0,0.0,
2015-01-16 19:00:00,,0.0,0.0,
2015-01-16 20:00:00,,0.0,0.0,
2015-01-16 21:00:00,,0.0,0.0,
2015-01-16 22:00:00,,0.0,0.0,
2015-01-16 23:00:00,,0.0,0.0,
2015-01-17 00:00:00,,0.0,0.0,
2015-01-17 01:00:00,,0.0,0.0,
2015-01-17 02:00:00,,0.0,0.0,
2015-01-17 03:00:00,,0.0,0.0,
2015-01-17 04:00:00,,0.0,0.0,
2015-01-17 05:00:00,,0.0,0.0,
2015-01-17 06:00:00,,0.0,0.0,
2015-01-17 07:00:00,,0.0,0.0,
2015-01-17 08:00:00,,0.0,0.0,
2015-01-17 09:00:00,,37.0,95.0,
2015-01-17 10:00:00,,165.0,334.0,
2015-01-17 11:00:00,,285.0,549.0,
2015-01-17 12:00:00,,430.0,699.0,
2015-01-17 13:00:00,,480.0,774.0,
2015-01-17 14:00:00,,509.0,760.0,
2015-01-17 15:00:00,,471.0,707.0,
2015-01-17 16:00:00,,324.0,563.0,
2015-01-17 17:00:00,,146.0,109.0,
2015-01-17 18:00:00,,12.0,9.0,
2015-01-17 19:00:00,,0.0,0.0,
2015-01-17 20:00:00,,0.0,0.0,
2015-01-17 21:00:00,,0.0,0.0,
2015-01-17 22:00:00,,0.0,0.0,
2015-01-17 23:00:00,,0.0,0.0,
2015-01-18 00:00:00,,0.0,0.0,
2015-01-18 01:00:00,,0.0,0.0,
2015-01-18 02:00:00,,0.0,0.0,
2015-01-18 03:00:00,,0.0,0.0,
2015-01-18 04:00:00,,0.0,0.0,
2015-01-18 05:00:00,,0.0,0.0,
2015-01-18 06:00:00,,0.0,0.0,
2015-01-18 07:00:00,,0.0,0.0,
2015-01-18 08:00:00,,0.0,0.0,
2015-01-18 09:00:00,,30.0,47.0,
2015-01-18 10:00:00,,121.0,208.0,
2015-01-18 11:00:00,,157.0,267.0,
2015-01-18 12:00:00,,233.0,367.0,
2015-01-18 13:00:00,,107.0,161.0,
2015-01-18 14:00:00,,255.0,406.0,
2015-01-18 15:00:00,,103.0,150.0,
2015-01-18 16:00:00,,66.0,106.0,
2015-01-18 17:00:00,,16.0,10.0,
2015-01-18 18:00:00,,0.0,0.0,
2015-01-18 19:00:00,,0.0,0.0,
2015-01-18 20:00:00,,0.0,0.0,
2015-01-18 21:00:00,,0.0,0.0,
2015-01-18 22:00:00,,0.0,0.0,
2015-01-18 23:00:00,,0.0,0.0,
2015-01-19 00:00:00,,0.0,0.0,
2015-01-19 01:00:00,,0.0,0.0,
2015-01-19 02:00:00,,0.0,0.0,
2015-01-19 03:00:00,,0.0,0.0,
2015-01-19 04:00:00,,0.0,0.0,
2015-01-19 05:00:00,,0.0,0.0,
2015-01-19 06:00:00,,0.0,0.0,
2015-01-19 07:00:00,,0.0,0.0,
2015-01-19 08:00:00,,0.0,0.0,
2015-01-19 09:00:00,,15.0,17.0,
2015-01-19 10:00:00,,106.0,180.0,
2015-01-19 11:00:00,,213.0,381.0,
2015-01-19 12:00:00,,364.0,575.0,
2015-01-19 13:00:00,,343.0,571.0,
2015-01-19 14:00:00,,157.0,319.0,
2015-01-19 15:00:00,,313.0,525.0,
2015-01-19 16:00:00,,185.0,333.0,
2015-01-19 17:00:00,,95.0,111.0,
2015-01-19 18:00:00,,2.0,1.0,
2015-01-19 19:00:00,,0.0,0.0,
2015-01-19 20:00:00,,0.0,0.0,
2015-01-19 21:00:00,,0.0,0.0,
2015-01-19 22:00:00,,0.0,0.0,
2015-01-19 23:00:00,,0.0,0.0,
2015-01-20 00:00:00,,0.0,0.0,
2015-01-20 01:00:00,,0.0,0.0,
2015-01-20 02:00:00,,0.0,0.0,
2015-01-20 03:00:00,,0.0,0.0,
2015-01-20 04:00:00,,0.0,0.0,
2015-01-20 05:00:00,,0.0,0.0,
2015-01-20 06:00:00,,0.0,0.0,
2015-01-20 07:00:00,,0.0,0.0,
2015-01-20 08:00:00,,0.0,0.0,
2015-01-20 09:00:00,,46.0,101.0,
2015-01-20 10:00:00,,150.0,340.0,
2015-01-20 11:00:00,,292.0,533.0,
2015-01-20 12:00:00,,425.0,702.0,
2015-01-20 13:00:00,,404.0,645.0,
2015-01-20 14:00:00,,423.0,664.0,
2015-01-20 15:00:00,,405.0,638.0,
2015-01-20 16:00:00,,224.0,396.0,
2015-01-20 17:00:00,,103.0,123.0,
2015-01-20 18:00:00,,2.0,0.0,
2015-01-20 19:00:00,,0.0,0.0,
2015-01-20 20:00:00,,0.0,0.0,
2015-01-20 21:00:00,,0.0,0.0,
2015-01-20 22:00:00,,0.0,0.0,
2015-01-20 23:00:00,,0.0,0.0,
2015-01-21 00:00:00,,0.0,0.0,
2015-01-21 01:00:00,,0.0,0.0,
2015-01-21 02:00:00,,0.0,0.0,
2015-01-21 03:00:00,,0.0,0.0,
2015-01-21 04:00:00,,0.0,0.0,
2015-01-21 05:00:00,,0.0,0.0,
2015-01-21 06:00:00,,0.0,0.0,
2015-01-21 07:00:00,,0.0,0.0,
2015-01-21 08:00:00,,0.0,0.0,
2015-01-21 09:00:00,,16.0,21.0,
2015-01-21 10:00:00,,75.0,112.0,
2015-01-21 11:00:00,,104.0,151.0,
2015-01-21 12:00:00,,153.0,227.0,
2015-01-21 13:00:00,,179.0,258.0,
2015-01-21 14:00:00,,76.0,102.0,
2015-01-21 15:00:00,,71.0,101.0,
2015-01-21 16:00:00,,32.0,39.0,
2015-01-21 17:00:00,,2.0,0.0,
2015-01-21 18:00:00,,0.0,0.0,
2015-01-21 19:00:00,,0.0,0.0,
2015-01-21 20:00:00,,0.0,0.0,
2015-01-21 21:00:00,,0.0,0.0,
2015-01-21 22:00:00,,0.0,0.0,
2015-01-21 23:00:00,,0.0,0.0,
2015-01-22 00:00:00,,0.0,0.0,
2015-01-22 01:00:00,,0.0,0.0,
2015-01-22 02:00:00,,0.0,0.0,
2015-01-22 03:00:00,,0.0,0.0,
2015-01-22 04:00:00,,0.0,0.0,
2015-01-22 05:00:00,,0.0,0.0,
2015-01-22 06:00:00,,0.0,0.0,
2015-01-22 07:00:00,,0.0,0.0,
2015-01-22 08:00:00,,0.0,0.0,
2015-01-22 09:00:00,,19.0,20.0,
2015-01-22 10:00:00,,132.0,223.0,
2015-01-22 11:00:00,,259.0,414.0,
2015-01-22 12:00:00,,363.0,465.0,
2015-01-22 13:00:00,,401.0,564.0,
2015-01-22 14:00:00,,374.0,663.0,
2015-01-22 15:00:00,,373.0,616.0,
2015-01-22 16:00:00,,275.0,469.0,
2015-01-22 17:00:00,,124.0,144.0,
2015-01-22 18:00:00,,13.0,13.0,
2015-01-22 19:00:00,,0.0,0.0,
2015-01-22 20:00:00,,0.0,0.0,
2015-01-22 21:00:00,,0.0,0.0,
2015-01-22 22:00:00,,0.0,0.0,
2015-01-22 23:00:00,,0.0,0.0,
2015-01-23 00:00:00,,0.0,0.0,
2015-01-23 01:00:00,,0.0,0.0,
2015-01-23 02:00:00,,0.0,0.0,
2015-01-23 03:00:00,,0.0,0.0,
2015-01-23 04:00:00,,0.0,0.0,
2015-01-23 05:00:00,,0.0,0.0,
2015-01-23 06:00:00,,0.0,0.0,
2015-01-23 07:00:00,,0.0,0.0,
2015-01-23 08:00:00,,0.0,0.0,
2015-01-23 09:00:00,,34.0,46.0,
2015-01-23 10:00:00,,117.0,158.0,
2015-01-23 11:00:00,,238.0,374.0,
2015-01-23 12:00:00,,391.0,447.0,
2015-01-23 13:00:00,,259.0,339.0,
2015-01-23 14:00:00,,468.0,699.0,
2015-01-23 15:00:00,,450.0,695.0,
2015-01-23 16:00:00,,317.0,538.0,
2015-01-23 17:00:00,,123.0,143.0,
2015-01-23 18:00:00,,14.0,7.0,
2015-01-23 19:00:00,,0.0,0.0,
2015-01-23 20:00:00,,0.0,0.0,
2015-01-23 21:00:00,,0.0,0.0,
2015-01-23 22:00:00,,0.0,0.0,
2015-01-23 23:00:00,,0.0,0.0,
2015-01-24 00:00:00,,0.0,0.0,
2015-01-24 01:00:00,,0.0,0.0,
2015-01-24 02:00:00,,0.0,0.0,
2015-01-24 03:00:00,,0.0,0.0,
2015-01-24 04:00:00,,0.0,0.0,
2015-01-24 05:00:00,,0.0,0.0,
2015-01-24 06:00:00,,0.0,0.0,
2015-01-24 07:00:00,,0.0,0.0,
2015-01-24 08:00:00,,0.0,0.0,
2015-01-24 09:00:00,,9.0,4.0,
2015-01-24 10:00:00,,64.0,100.0,
2015-01-24 11:00:00,,128.0,198.0,
2015-01-24 12:00:00,,293.0,466.0,
2015-01-24 13:00:00,,176.0,248.0,
2015-01-24 14:00:00,,216.0,326.0,
2015-01-24 15:00:00,,367.0,559.0,
2015-01-24 16:00:00,,191.0,332.0,
2015-01-24 17:00:00,,91.0,125.0,
2015-01-24 18:00:00,,9.0,11.0,
2015-01-24 19:00:00,,0.0,0.0,
2015-01-24 20:00:00,,0.0,0.0,
2015-01-24 21:00:00,,0.0,0.0,
2015-01-24 22:00:00,,0.0,0.0,
2015-01-24 23:00:00,,0.0,0.0,
2015-01-25 00:00:00,,0.0,0.0,
2015-01-25 01:00:00,,0.0,0.0,
2015-01-25 02:00:00,,0.0,0.0,
2015-01-25 03:00:00,,0.0,0.0,
2015-01-25 04:00:00,,0.0,0.0,
2015-01-25 05:00:00,,0.0,0.0,
2015-01-25 06:00:00,,0.0,0.0,
2015-01-25 07:00:00,,0.0,0.0,
2015-01-25 08:00:00,,0.0,0.0,
2015-01-25 09:00:00,,0.0,0.0,
2015-01-25 10:00:00,,21.0,17.0,
2015-01-25 11:00:00,,52.0,77.0,
2015-01-25 12:00:00,,46.0,62.0,
2015-01-25 13:00:00,,29.0,40.0,
2015-01-25 14:00:00,,14.0,2.0,
2015-01-25 15:00:00,,16.0,8.0,
2015-01-25 16:00:00,,13.0,2.0,
2015-01-25 17:00:00,,4.0,0.0,
2015-01-25 18:00:00,,0.0,0.0,
2015-01-25 19:00:00,,0.0,0.0,
2015-01-25 20:00:00,,0.0,0.0,
2015-01-25 21:00:00,,0.0,0.0,
2015-01-25 22:00:00,,0.0,0.0,
2015-01-25 23:00:00,,0.0,0.0,
2015-01-26 00:00:00,,0.0,0.0,
2015-01-26 01:00:00,,0.0,0.0,
2015-01-26 02:00:00,,0.0,0.0,
